,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
549,240000,2,1,1,42,1,-1,-1,-2,-2,-2,0,6370,0,0,0,0,6370,0,0,0,0,0,0
286,280000,1,1,2,33,-1,-1,-1,-1,-1,-1,898,898,325,898,325,-339603,898,325,898,325,0,345293,1
450,80000,1,2,2,42,0,0,0,0,0,0,78129,28202,78553,49340,48919,48443,2500,51432,1800,1800,1800,1700,0
621,20000,2,2,2,24,0,0,0,0,2,0,13168,13888,14900,15916,15519,15829,1237,1249,1265,0,568,1327,0
300,200000,2,1,2,27,-1,-1,-1,0,0,0,871,665,960,4242,4084,7414,665,960,3908,1014,3500,2880,0
535,110000,2,2,1,40,1,2,2,2,2,2,92638,90905,95768,97004,99005,101213,600,7300,3700,3700,4000,3800,0
896,360000,1,1,2,30,-2,-1,-1,-2,-2,-2,0,2500,0,0,0,0,2500,0,0,0,0,0,0
48,310000,2,2,1,49,-2,-2,-2,-2,-2,-2,13465,7867,7600,11185,3544,464,7875,7600,11185,3544,464,0,0
232,150000,2,2,2,27,0,0,0,0,0,0,127402,110050,51547,44384,36900,29497,4500,1745,1566,1208,1077,2529,0
280,230000,2,3,1,32,0,0,0,0,0,0,195126,88743,92195,94814,98182,98457,5000,5000,5000,5000,4000,5000,0
948,500000,2,3,2,42,-2,-1,-1,0,0,0,10889,26146,104279,103945,101945,90193,29987,104279,2085,1130,45551,0,0
151,140000,1,1,1,34,0,0,0,0,0,0,23944,28049,32073,43129,47086,48699,5000,5000,11885,5000,3000,5504,0
635,170000,1,2,2,31,0,0,0,0,0,0,56364,58132,59171,55888,53672,51461,3000,3000,2000,3000,3000,3000,0
262,10000,1,3,2,23,0,0,0,0,0,2,6974,7838,9002,9182,9729,9411,1134,1298,478,847,0,175,0
745,50000,2,2,2,25,8,7,6,5,4,3,37647,37102,36238,36374,35229,34365,0,0,1000,0,0,3000,1
452,130000,1,3,2,39,1,2,2,2,2,2,71034,69329,74175,72383,77217,75820,0,6000,0,6000,0,6000,0
904,50000,1,1,2,27,0,0,0,0,0,0,7010,9876,11115,12915,14415,0,3000,1500,2000,2000,0,0,0
37,70000,2,1,2,25,0,0,0,0,0,0,67521,66999,63949,63699,64718,65970,3000,4500,4042,2500,2800,2500,0
884,90000,2,2,2,24,0,0,0,0,0,2,24401,22771,19461,16181,14669,14422,1454,1384,407,673,0,102,0
45,20000,1,1,2,24,0,0,0,0,0,0,17447,18479,19476,19865,20480,20063,1318,1315,704,928,912,1069,0
699,50000,2,2,3,30,1,3,2,0,0,0,52515,51424,49967,20036,20076,37615,0,0,2000,1000,1000,1600,1
415,260000,2,1,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
139,170000,1,2,2,29,-2,-2,-2,-2,-2,-2,12159,10000,10000,10000,9983,15846,10000,10000,10000,9983,15863,10000,0
600,180000,2,2,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1576,0
149,280000,2,2,1,56,0,0,0,0,0,0,208775,182350,132257,101783,177145,169311,8042,6700,5137,100000,7000,6321,0
876,200000,1,1,2,30,-1,-1,-1,0,0,0,4935,-200,11463,11751,11772,5318,0,11663,9363,3232,3000,1000,0
182,360000,2,1,2,32,1,-1,-1,-1,-1,-1,2616,57077,5287,68445,13881,16240,57087,5295,68454,13889,16250,38313,0
972,20000,1,2,2,25,1,2,2,0,0,0,6174,7543,7255,3887,5887,0,2000,28,0,2000,0,0,1
175,80000,2,2,1,29,0,0,2,0,0,0,77883,81811,80250,61467,10662,11486,5800,1000,600,400,1000,0,0
545,120000,1,1,2,27,0,0,0,0,0,0,52437,50473,45087,35424,31760,31214,5024,5000,5000,4000,5000,3500,0
5,20000,1,3,2,35,-2,-2,-2,-2,-1,-1,0,0,0,0,13007,13912,0,0,0,13007,1122,0,0
862,180000,2,2,2,35,0,0,0,-2,-2,-2,119333,123150,0,0,0,0,6000,0,0,0,0,0,0
160,60000,2,2,1,46,0,0,0,0,0,0,21148,23803,24908,26034,26655,27756,3000,1500,1500,1000,1500,1500,0
997,200000,2,2,1,28,0,0,0,0,0,0,81865,86790,8441,97041,103541,3632,5000,2000,89000,6500,91,1504,0
487,30000,2,2,1,43,2,2,2,2,2,0,28703,26622,24022,24368,20859,19633,1300,2,1608,0,900,800,0
292,120000,2,2,1,29,-1,-1,-1,-1,-1,-1,1686,657,2179,1423,0,1820,657,2319,1423,0,1820,2496,0
488,260000,1,2,2,30,0,0,0,2,0,0,98560,100980,222102,108724,68500,69174,4000,11900,207,2003,2003,2003,0
988,80000,2,2,2,27,0,0,0,0,0,0,57376,58649,59873,61077,62394,63655,2200,2200,2200,2300,2300,2600,0
537,150000,2,1,2,28,1,-2,-2,-2,-2,-1,0,0,0,0,0,318,0,0,0,0,318,0,0
480,100000,2,2,1,43,-1,-1,-1,-1,-1,-1,2491,1709,574,556,2306,2562,1709,574,556,2306,2562,2111,0
839,110000,2,2,2,33,1,-2,-2,-2,-2,-1,0,0,0,0,0,150,0,0,0,0,300,102,1
927,320000,1,1,1,60,-1,-1,-1,-1,0,-1,9955,3465,84421,886,11741,4317,3465,84440,886,11533,4317,52466,1
394,210000,2,2,1,30,0,0,0,0,0,0,104701,106134,108423,91143,82733,74125,4002,5000,3500,3000,2700,5000,0
303,300000,2,2,1,27,1,-1,-1,-2,-2,-2,0,5215,0,0,0,0,5215,0,0,0,0,0,0
89,160000,2,2,1,37,-1,-1,-1,-1,-1,-2,880,1602,840,840,0,0,1602,840,840,0,0,7736,0
783,230000,2,1,1,35,-1,-1,-1,-1,0,0,2648,191,1947,11674,16160,32519,200,1950,11692,10000,20000,6000,0
270,360000,2,2,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
677,230000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,0,1024,0,0,0,0,1024,0,0,0,0,0
363,10000,1,2,2,24,-1,2,2,2,0,0,2887,1923,2989,2813,2008,2132,0,1500,0,0,150,0,0
744,150000,2,1,2,31,2,-1,-1,-1,-1,-1,390,390,390,4825,5202,780,390,390,4825,5202,780,0,1
555,210000,2,3,1,53,0,0,0,0,0,0,57192,58472,59658,60466,61593,65163,2800,2753,2400,2255,4767,0,0
489,170000,2,2,2,28,0,0,-1,-1,-2,-2,28304,17616,308,0,0,0,4000,308,0,0,0,0,0
611,150000,1,1,2,33,0,0,0,0,0,0,21724,23168,23320,24085,24149,3323,2100,1200,965,64,509,8399,0
75,240000,2,2,2,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
68,200000,2,2,1,32,-1,-1,-1,-1,2,-1,9076,5787,-684,5247,3848,3151,5818,15,9102,17,3165,1395,0
65,20000,1,5,2,22,2,0,0,0,0,0,18565,17204,17285,18085,11205,5982,0,1200,1000,500,1000,0,0
719,320000,1,1,1,47,-1,-1,-1,-1,-1,-1,9192,13920,4022,316,8420,316,13942,4022,316,8420,316,516,0
4,140000,2,3,1,28,0,0,2,0,0,0,11285,14096,12108,12211,11793,3719,3329,0,432,1000,1000,1000,0
261,150000,2,2,1,25,-1,-1,-2,-1,-1,-1,6156,0,0,316,316,316,0,0,316,316,316,316,0
773,20000,1,2,2,26,-1,-1,-1,-1,-2,-1,1438,1261,451,-810,-420,1320,1261,451,0,780,2130,0,0
701,50000,1,1,2,26,-1,0,0,0,0,0,15448,16392,18096,18425,18619,19060,1500,2000,1500,1200,900,1000,1
19,450000,2,1,1,40,-2,-2,-2,-2,-2,-2,5512,19420,1473,560,0,0,19428,1473,560,0,0,1128,1
993,360000,1,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
360,230000,2,1,2,35,-2,-2,-2,-2,-2,-2,761,300,399,665,576,613,300,399,665,576,613,520,0
721,10000,1,2,1,45,0,0,0,2,0,0,7139,8416,9815,9508,9754,10192,1400,1700,0,400,600,200,1
768,20000,1,2,1,33,0,0,0,0,0,0,11026,9535,10510,10472,10140,10101,1174,1149,501,356,507,458,0
746,50000,2,2,1,26,1,-2,-1,0,0,0,0,0,1756,2719,4049,5176,0,1756,1000,1537,1200,2000,0
406,60000,2,1,2,23,1,2,2,2,2,2,29332,28577,30805,31601,32349,32965,0,2709,1600,1400,1300,1200,1
115,240000,2,2,2,38,0,0,0,0,-1,-1,50254,51445,53015,52479,1307,1203,2000,3000,3000,1307,1203,563,0
227,20000,1,2,2,23,1,2,0,0,2,0,20235,17132,16856,16875,13454,10104,0,1200,1000,0,1000,10000,1
49,180000,2,1,2,25,1,2,0,0,0,0,41402,41742,42758,43510,44420,45319,1300,2010,1762,1762,1790,1622,0
91,90000,1,2,2,35,0,0,0,0,0,0,83725,85996,87653,35565,30942,30835,3621,3597,1179,1112,1104,1143,0
893,170000,2,1,2,28,2,2,2,2,2,2,131864,133897,129761,138604,136283,145012,5600,0,11000,0,11000,5656,1
986,50000,2,3,1,39,0,0,2,-1,0,0,58300,59727,142,29886,30510,31276,7876,161,74354,927,1089,9100,0
258,160000,2,1,1,38,-1,-1,-1,-1,2,-1,4473,4664,5969,18941,16578,12652,4664,5969,18941,0,12652,1916,0
944,470000,1,2,2,33,0,0,0,0,0,0,190258,181207,120318,129281,113437,164377,40012,10020,40069,25005,100000,51305,0
468,180000,1,2,1,34,-1,-1,-1,-1,-1,-1,2927,2790,1140,2144,1180,1382,2790,1140,2144,1180,1382,2440,0
614,60000,1,1,2,25,0,0,0,0,0,0,58839,53235,38533,39639,39619,39140,2018,1900,2000,1500,1900,2000,0
581,20000,2,1,2,25,0,0,0,0,0,2,14603,15661,16394,16723,18056,17618,1600,1300,600,1600,0,800,0
328,60000,2,1,2,28,1,2,0,0,0,0,10540,10232,11237,11427,20973,31857,0,1483,673,10000,11540,7000,0
722,360000,2,2,2,39,-1,-1,-1,0,-1,-1,12865,4462,19560,8894,5329,998,4484,19623,222,5355,998,9004,0
903,120000,2,2,2,26,0,0,0,0,0,0,22431,12399,4199,3059,674,0,1500,1000,682,0,0,738,0
243,100000,2,2,2,27,0,0,0,0,0,0,37767,34457,30036,30337,30997,32904,1788,1799,1100,1150,2423,0,0
298,50000,2,3,1,40,0,0,0,0,0,0,49941,51213,12104,12898,13687,14458,2400,1206,1000,1000,1000,1000,0
957,30000,1,2,2,47,-1,-1,-1,-1,0,-1,396,396,396,792,396,772,396,396,792,0,772,0,0
633,50000,1,2,1,41,0,0,0,0,0,0,21986,21520,20979,19894,18811,18805,1362,1294,682,680,694,618,0
66,80000,1,1,2,31,-1,-1,-1,-1,-1,-1,780,0,390,390,390,390,0,390,390,390,390,390,0
287,50000,2,2,2,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
800,220000,1,2,2,29,0,0,0,-2,-2,-2,31037,6244,0,0,0,0,3050,0,0,0,0,0,0
144,80000,2,2,1,23,1,2,3,2,0,0,9168,10522,10205,9898,10123,12034,1650,0,0,379,2091,1,0
125,60000,1,3,1,55,3,2,2,0,0,0,60521,61450,57244,28853,29510,26547,2504,7,1200,1200,1100,1500,0
247,30000,1,2,2,28,0,0,0,0,0,0,29242,29507,29155,25255,22001,0,5006,1244,851,955,0,0,0
294,280000,2,1,1,36,0,0,0,0,0,0,58983,60788,63225,29701,30172,30771,2755,3463,1300,1100,1100,2000,0
603,110000,2,1,2,24,0,0,0,0,2,0,40882,35428,39680,44097,42543,33189,2000,5000,5000,0,2000,3000,0
312,110000,2,2,2,36,0,0,0,0,0,0,47819,48947,50330,50894,52175,53652,2200,2500,2000,2100,2500,2200,0
86,200000,1,1,1,53,2,2,2,2,2,2,138180,140774,142460,144098,147124,149531,6300,5500,5500,5500,5000,5000,1
836,80000,2,2,2,22,1,2,0,0,0,0,79318,79459,79788,29069,26551,27109,2000,2201,2000,1000,1000,2000,0
606,220000,1,1,2,43,0,0,-1,-1,-1,-1,44177,25736,19292,18900,13580,33150,1006,32906,18900,13580,33150,0,0
437,100000,1,1,2,32,0,0,0,0,2,2,83831,85586,87289,91451,93381,89522,4000,4037,6500,3500,0,3200,0
73,300000,2,1,1,45,-1,-1,-1,-1,-1,-1,291,291,291,291,291,291,291,291,291,291,291,291,0
337,50000,1,2,2,36,0,0,0,0,-1,0,5916,6172,4123,680,978,978,1212,1200,0,978,0,0,0
82,360000,2,1,1,45,-1,-1,2,0,-1,-1,390,1170,780,390,390,390,1170,0,0,390,390,390,1
861,30000,2,2,1,46,0,0,0,0,0,0,28234,28874,29437,27738,27268,27409,1484,1436,1120,995,989,800,0
440,240000,1,1,2,44,0,0,0,0,0,0,246135,231443,234557,200643,194410,198857,12026,9010,7400,8000,8000,7000,1
526,50000,1,2,2,23,0,0,0,0,0,0,34549,18552,19334,18165,19322,19575,2836,1200,13000,1500,9000,1000,0
416,30000,1,1,2,24,2,0,0,0,0,2,25265,26354,27710,27959,30002,29371,1500,1800,1007,2500,0,1800,0
915,90000,2,1,2,23,0,0,0,0,0,0,22109,25011,29230,32747,38217,43744,6000,5000,4000,6000,8000,4000,0
361,330000,2,2,1,56,1,-1,-1,-2,-1,-1,-9,1520,1488,0,3965,8676,1529,1507,0,3965,8676,384,0
975,150000,2,3,1,54,-1,0,0,0,2,0,148747,145231,145341,153833,151194,145738,5500,5500,11000,0,6000,5215,0
987,260000,2,1,1,44,-1,2,2,-1,-1,-2,1215,856,291,803,98,431,0,291,803,98,431,1104,1
475,200000,1,1,2,31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
194,500000,2,1,1,34,-2,-2,-2,-1,-1,-1,412,138,2299,1251,1206,1151,138,2299,1251,1206,1151,15816,0
790,50000,2,1,1,34,0,0,0,0,0,0,46750,48317,48282,18299,19323,20329,2320,1282,3299,1323,1329,1114,0
466,390000,2,3,2,35,0,0,0,0,0,0,355215,363325,373181,252195,257496,263018,13802,16525,8893,9229,10000,9435,1
388,310000,1,2,1,44,0,0,0,0,0,0,103797,91989,87720,76218,72090,71620,4400,4013,3011,3000,3001,2653,0
326,200000,2,2,1,37,1,-1,2,-1,-1,-1,-179,505,189,6773,23209,16893,1000,0,6900,24000,17000,2500,1
764,220000,1,2,1,40,-1,-1,-2,-2,-2,-2,158,0,0,0,0,612,0,0,0,0,612,1863,0
980,50000,2,1,2,23,-2,-2,-2,-2,-2,-2,49860,50187,50022,20114,18777,18273,2500,1289,917,1315,5042,2512,0
473,70000,2,2,1,37,0,0,0,2,0,0,66759,68200,72972,71248,50610,50809,2518,5950,0,1782,1985,2700,0
655,280000,2,2,2,28,-1,2,-1,-1,0,-1,427,298,1179,1714,2875,1047,0,1179,1714,1290,1047,1000,0
647,240000,2,2,2,26,0,0,-1,-1,-1,-1,14348,7500,7816,7500,7500,14497,1000,7816,7500,7500,14497,500,0
397,60000,2,3,3,42,0,0,0,0,0,0,41322,29091,28097,28665,28768,29064,1488,1394,962,1500,2541,2000,0
762,110000,2,2,1,35,0,0,0,0,0,0,81665,46070,34419,36829,38080,40434,2460,2000,3000,2000,3000,5000,0
738,140000,2,1,1,51,0,0,0,0,0,0,56764,57950,57668,55024,55883,55744,2115,2004,1941,2073,1909,2132,0
83,160000,2,2,2,32,0,0,0,0,0,-1,3826,4751,6604,8604,7072,766,1147,2000,2000,0,766,2303,0
949,180000,1,2,2,39,-1,-1,-1,-1,-1,0,3135,2822,1938,5818,2628,2628,2833,2015,5818,2628,0,0,0
542,220000,2,1,1,41,1,-2,-2,-2,-2,-2,-65,-65,-65,-65,-65,-200,0,0,0,0,0,0,1
842,300000,2,2,1,34,-2,-2,-2,-2,-2,-2,205064,-86,-86,2014,-185,1815,0,0,2100,0,2000,5000,0
354,110000,2,4,2,24,0,0,0,0,0,0,83755,77431,79044,80631,82333,84462,3000,2900,2900,3000,3500,4000,0
551,630000,2,2,1,47,0,0,0,-1,-1,-2,37850,68187,1207,2632,8654,0,38187,1207,2632,8654,0,4981,0
646,270000,1,1,2,32,-2,-2,-2,-2,-2,-2,0,0,1100,300,-200,-200,0,1100,300,0,0,0,0
371,30000,1,3,1,58,0,0,0,0,0,0,19143,20168,21229,21495,21800,22437,1640,1700,915,800,1000,1961,0
981,130000,1,3,2,43,1,-1,-1,-2,-1,-1,1018,6377,-2,935,4985,1212,6433,2,937,4990,1215,9546,1
564,50000,1,3,2,26,0,0,0,0,0,0,35429,30626,30241,20284,19166,19567,1537,1947,800,1000,718,683,0
380,80000,1,2,2,25,0,0,0,0,0,-2,22619,31429,27923,25280,0,0,10010,1209,579,0,0,6305,0
892,110000,1,1,3,55,1,2,2,2,3,2,92610,94755,92351,101140,99260,101577,4500,0,11300,0,4100,0,1
469,60000,1,3,1,38,1,2,2,0,0,2,29295,30321,31018,32193,34213,35002,1800,1500,2000,2700,1500,0,0
179,60000,2,2,1,24,0,0,0,0,0,0,58024,57891,48839,18971,19323,19395,2500,1600,3000,1000,737,2000,1
204,80000,2,2,2,24,0,0,0,0,0,0,81625,81554,79599,49552,49509,49568,3200,3000,2038,2000,1800,1800,1
787,70000,1,1,2,27,1,-1,-1,-1,-2,-1,-54,273,19,-254,-527,1096,600,19,0,0,1896,0,0
812,70000,1,3,1,51,2,2,0,0,0,0,54968,51384,49734,50361,49185,47245,0,2100,1950,1900,2219,2100,1
29,500000,2,2,1,54,-2,-2,-2,-2,-2,-2,10929,4152,22722,7521,71439,8981,4152,22827,7521,71439,981,51582,0
11,50000,2,3,3,23,1,2,0,0,0,0,50614,29173,28116,28771,29531,30211,0,1500,1100,1200,1300,1100,0
891,200000,1,1,2,31,-2,-2,-2,-2,-2,-2,100,100,100,100,100,100,100,100,100,100,100,100,0
429,580000,2,1,1,36,0,0,0,0,0,0,159760,162189,166127,169365,168755,167964,6422,6565,5951,6006,5894,5946,0
758,260000,2,2,1,35,-1,-1,-1,-1,-1,0,7967,67650,6000,0,88348,85962,67650,6000,0,88348,5000,25000,0
403,500000,1,1,1,37,1,2,0,0,0,0,507062,491956,430637,376657,356636,303510,325,15296,12137,12312,14113,10526,0
336,240000,2,2,2,30,-2,-2,-2,-2,-2,-2,92,92,92,0,92,0,92,92,0,92,0,1883,0
620,90000,2,1,2,24,-1,-1,-2,-2,-2,-2,491,0,0,0,0,0,0,0,0,0,0,0,0
823,10000,1,2,2,37,0,0,0,0,2,2,8755,8158,7540,8164,6963,5923,1167,1022,1036,0,2700,0,0
976,70000,2,1,2,24,0,0,0,0,0,0,63903,65248,62958,64209,59482,60883,3000,2190,2201,2181,2413,1952,0
327,130000,2,2,2,40,0,0,2,0,0,0,9559,12394,11883,9826,10167,12685,3000,0,500,500,2700,500,1
557,360000,2,2,2,52,-2,-2,-2,-2,-2,-2,640,2113,-6,999,944,-3,2231,0,1005,948,0,789,0
9,70000,1,2,2,30,1,2,2,0,0,2,65802,67369,65701,66782,36137,36894,3200,0,3000,3000,1500,0,1
570,80000,2,3,1,49,-1,-1,-1,-1,-1,-1,3367,4641,2290,1459,6764,7601,4641,2290,1459,6764,7601,7990,0
990,290000,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
619,360000,2,2,1,37,1,-2,-2,-2,-1,-1,0,0,0,0,166,541,0,0,0,166,543,4268,0
79,400000,2,2,1,44,0,0,2,0,0,0,131595,139060,126819,104430,104990,94058,10700,3,3050,3000,3200,2800,0
639,370000,1,2,2,28,0,0,0,0,0,0,276436,239025,149128,48907,53025,51434,20000,13000,5000,10000,4000,6000,0
778,100000,2,1,2,28,2,2,2,2,2,2,79580,81493,82759,83609,85325,87096,3790,3200,3100,3200,3332,3280,1
383,80000,1,3,1,73,-1,0,0,2,2,2,63144,65631,68875,70646,72870,75018,3500,4330,3500,3500,3500,5100,1
412,200000,2,1,2,31,-2,-2,-2,-2,-2,-2,7184,14845,1097,0,0,160,17507,1102,0,0,160,1103,0
866,20000,2,2,3,52,0,0,0,0,0,0,14591,15616,16628,16958,17314,17664,1265,1277,607,629,638,641,0
772,200000,1,1,2,26,-2,-2,-2,-2,-1,-1,12716,16164,1954,5297,1483,3393,16244,1963,3359,4849,3410,2994,0
476,250000,2,2,1,40,0,0,0,0,-1,2,44930,137101,90801,0,1069,919,120041,4435,0,1069,0,67619,0
523,620000,2,2,1,45,2,2,0,0,0,0,160837,156839,160440,163781,167159,170894,0,6200,6000,6000,6500,6000,1
265,50000,1,2,2,27,3,2,2,0,0,-1,13694,14880,14242,13968,14319,2614,1700,0,426,501,2614,1390,1
289,10000,1,2,2,27,0,0,2,0,0,0,7015,10227,9560,9901,9963,10182,3507,0,500,370,393,700,1
39,140000,2,2,1,37,0,0,0,0,0,0,59504,61544,62925,64280,67079,69802,3000,3000,3000,4000,4000,3000,0
528,10000,1,2,2,46,0,0,2,2,2,0,4073,6394,6143,6908,6652,6785,2400,0,871,0,244,251,1
696,400000,2,2,2,40,-2,-2,-2,-2,-1,-1,0,8235,0,0,1524,0,8235,0,0,1524,0,385,0
169,50000,2,1,2,24,1,-2,-2,-2,-2,-2,-709,-709,-709,-2898,-3272,-3272,0,0,0,0,0,0,1
435,80000,2,1,2,23,0,0,0,0,0,0,77024,73281,57806,37642,46235,47110,3212,1600,956,40000,1800,1700,1
716,30000,2,2,2,22,0,0,2,0,0,0,23892,28459,25499,25778,28708,30520,5300,0,1000,3352,2300,0,0
444,200000,1,4,1,42,0,0,0,0,0,0,38564,38246,32253,30384,30900,0,5000,1485,1956,1500,0,2102,0
284,100000,2,2,2,25,2,0,0,0,0,0,70896,71678,70125,69856,69718,51365,3472,2092,2000,2127,1960,1559,1
811,280000,2,2,1,39,0,0,2,0,0,0,213738,228963,223810,158542,162244,108143,20300,0,5600,6300,4000,4000,0
491,50000,1,1,1,41,-1,-1,-1,-1,-1,-1,508,672,226,390,220,320,1000,390,1000,220,640,1000,0
546,100000,1,3,1,52,0,0,2,2,2,0,4657,6068,6418,6781,6144,7638,1500,1000,1000,0,2000,2000,1
189,180000,2,1,2,24,-1,-1,2,0,0,-2,14670,22087,21282,10200,0,0,37867,0,200,0,0,0,0
556,270000,1,1,2,34,-1,-1,0,-1,-1,-1,5780,12006,15736,6621,2457,14923,12006,5736,6621,2457,14923,1712,0
52,180000,2,3,1,34,0,0,0,-1,-1,-1,16386,15793,8441,7142,-679,8321,8500,1500,7500,679,9000,2000,0
561,250000,2,3,2,35,-2,-2,-2,-2,-2,-2,7244,8472,1738,6706,2391,11082,8514,1751,6739,2403,11137,13407,0
414,50000,1,2,1,48,0,0,0,0,0,0,44338,43048,35639,18753,19091,19548,3629,3332,2000,2000,2000,2500,0
531,60000,1,2,2,25,-1,-1,0,-1,-1,0,480,1675,3630,578,4825,6200,1675,2500,578,4825,2000,2435,0
955,250000,1,1,2,41,-1,-1,-1,0,-1,-1,1338,-24,8324,5872,23020,2367,0,8348,0,23020,2367,3117,1
206,220000,1,1,2,24,0,0,0,-1,-1,-1,105607,108917,111520,8303,0,85632,5000,5050,8303,0,85632,0,0
922,20000,1,2,1,46,0,0,0,0,0,0,5902,6767,8145,8153,8324,8490,1122,1500,291,302,304,319,0
218,300000,2,2,2,35,0,0,0,0,0,0,291619,297268,205629,215827,208464,212508,12019,9006,17000,12000,9557,15000,0
105,360000,1,2,1,35,1,-2,-2,-2,-2,-2,-103,-103,-103,-103,-103,-103,0,0,0,0,0,0,0
837,350000,2,2,1,31,0,0,0,0,0,0,67648,68557,63179,57987,53948,39965,3039,2047,1750,1703,1721,784,0
631,20000,2,3,1,44,-1,-1,-1,-1,-1,-2,550,228,0,228,0,0,228,0,228,0,0,0,0
240,30000,2,1,2,40,-1,-1,2,2,2,2,142,215,139,19,19,79,355,120,0,0,60,60,0
438,30000,2,1,2,26,1,-2,-1,-1,-1,-1,0,0,945,0,197,2995,0,945,0,197,2995,0,0
665,20000,2,1,1,30,2,2,2,0,0,0,5766,7511,7678,7318,7458,7598,2000,500,0,500,500,0,1
680,320000,1,1,1,40,0,0,0,0,0,0,247276,241167,238196,231580,229683,235837,10000,10000,10000,19000,13000,8000,0
278,180000,2,3,2,30,0,0,0,0,0,0,163935,153152,147032,122196,103692,70204,7722,6091,3563,3605,3000,3211,0
420,490000,2,2,1,30,0,0,0,0,0,0,192586,197967,201666,205798,196698,190306,10000,7143,7306,6303,6429,6000,0
423,170000,2,1,2,31,-1,-1,-1,-1,0,-1,199,199,199,398,199,199,199,199,398,0,199,398,1
888,80000,2,2,1,32,0,0,0,0,0,-2,28408,25695,11553,2350,0,0,1259,1035,1600,0,0,0,0
161,110000,2,1,2,27,0,0,0,0,0,0,101640,104795,104855,74737,76058,77254,5500,3900,3000,2900,3000,2800,0
649,450000,2,1,1,42,1,-2,-2,-1,-1,-2,-200,-200,0,42000,0,0,0,200,42000,0,0,0,1
807,700000,2,1,1,39,0,0,0,0,-2,-1,99259,102345,109636,326,2016,61707,5000,10000,326,2016,61707,17785,0
697,200000,2,1,1,27,-1,-1,-1,-1,-1,-1,5780,105,105,0,7384,8588,105,105,0,7384,8588,1304,0
203,210000,2,2,1,41,-1,-1,-1,-1,-1,-1,3088,1586,343,3763,877,0,1586,343,3763,877,0,419,1
933,240000,1,1,2,34,1,2,-1,-1,0,-1,11874,5979,6938,41858,10416,1711,0,6938,41877,0,1711,27162,0
172,80000,1,1,2,30,-2,-1,0,0,0,0,6187,100,600,1438,1919,5380,504,500,1000,500,3500,0,0
95,20000,1,2,1,38,0,0,0,0,0,-1,17973,19367,19559,18240,17928,150,1699,1460,626,1750,150,0,1
843,50000,1,2,3,42,2,0,0,2,0,0,47647,50232,50510,32177,29530,29789,3700,3700,0,1072,1500,1132,1
104,130000,1,2,2,38,0,0,0,-1,-1,-1,171438,178382,39940,120483,44127,126568,10908,0,133657,4566,133841,4796,0
441,220000,1,2,2,34,0,0,0,0,0,0,37304,33304,29254,24875,20329,15602,1600,1500,1100,1000,600,500,0
846,40000,2,2,2,23,0,0,0,2,2,6,20035,21406,24735,24050,43317,44059,2000,4000,0,20000,2000,0,0
859,10000,2,2,1,31,0,0,0,0,0,0,15915,9050,9901,9975,9736,8703,2330,2200,1000,333,311,322,0
186,310000,1,1,2,32,0,0,0,0,0,0,59901,62147,62102,65875,60387,43328,10020,6031,10057,5028,5060,4223,0
625,200000,2,3,3,45,-1,-1,-1,-1,-1,-1,4430,7182,3855,3411,6788,9921,7193,3855,3411,6788,9921,5016,0
668,100000,2,1,2,28,2,0,0,0,0,0,96193,82342,81967,82177,78840,79261,3600,3800,3000,3000,3023,3000,1
567,50000,2,2,2,23,0,0,0,0,0,0,49809,50364,38429,18815,18305,19013,2040,2766,1690,1000,1000,1000,0
673,200000,1,1,2,28,0,0,0,0,0,0,71989,122129,147936,149573,152574,156323,52129,30000,6000,6000,7000,10000,0
946,30000,1,1,1,27,-1,0,0,0,0,-2,12897,13484,6655,6618,0,0,2011,2211,2101,148,0,0,1
781,500000,2,1,2,26,1,-2,-2,-2,-2,-2,31421,22150,0,0,0,0,22157,0,0,0,0,0,0
484,220000,2,2,1,36,-1,-1,-1,0,-1,-1,396,1648,792,396,396,396,1648,792,0,396,396,792,1
994,50000,2,2,2,23,-1,-1,-1,0,-1,-1,780,0,780,390,390,500,0,780,0,390,500,18300,1
527,50000,1,2,3,30,0,0,0,0,0,0,97538,49187,17518,17710,18079,18302,2454,1588,780,803,673,637,0
267,120000,1,1,1,34,-1,2,-1,0,0,0,1082,632,1350,900,450,0,0,1350,0,0,0,450,0
